MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:1914367,Dynlt3,dynein light chain Tctex-type 3,X,,positive regulation of mitotic cell cycle,,,ISO,RGD:1549755 ,J:155856 
MGI:101941,E2f1,E2F transcription factor 1,2,,G1/S transition of mitotic cell cycle,,,IBA,PTN002636055 ,J:265628 
MGI:101941,E2f1,E2F transcription factor 1,2,,negative regulation of transcription involved in G1/S transition of mitotic cell cycle,,,ISO,Q01094 ,J:164563 
MGI:101941,E2f1,E2F transcription factor 1,2,,regulation of G1/S transition of mitotic cell cycle,,,ISO,Q01094 ,J:164563 
MGI:101941,E2f1,E2F transcription factor 1,2,,regulation of transcription involved in G1/S transition of mitotic cell cycle,,,ISO,Q01094 ,J:164563 
MGI:1096340,E2f3,E2F transcription factor 3,13,,G1/S transition of mitotic cell cycle,,,ISO,O00716 ,J:164563 
MGI:103012,E2f4,E2F transcription factor 4,8,,regulation of transcription involved in G1/S transition of mitotic cell cycle,uses Pola1,,IDA,,J:63626 
MGI:103012,E2f4,E2F transcription factor 4,8,,regulation of transcription involved in G1/S transition of mitotic cell cycle,,,IGI,MGI:1354159 ,J:94257 
MGI:105091,E2f5,E2F transcription factor 5,3,,G1/S transition of mitotic cell cycle,,,TAS,,J:47283 
MGI:1354159,E2f6,E2F transcription factor 6,12,,regulation of transcription involved in G1/S transition of mitotic cell cycle,,,IGI,MGI:103012 ,J:94257 
MGI:1289147,E2f7,E2F transcription factor 7,10,,negative regulation of G1/S transition of mitotic cell cycle,,,IDA,,J:190268 
MGI:1289147,E2f7,E2F transcription factor 7,10,,negative regulation of transcription involved in G1/S transition of mitotic cell cycle,,,ISO,Q96AV8 ,J:164563 
MGI:1922038,E2f8,E2F transcription factor 8,7,,cell cycle comprising mitosis without cytokinesis,,,IMP,,J:190713 
MGI:109530,E4f1,E4F transcription factor 1,17,,"regulation of mitotic cell cycle, embryonic",,,IMP,MGI:3050154 ,J:91435 
MGI:1917851,Ecd,ecdysoneless cell cycle regulator,14,,regulation of G1/S transition of mitotic cell cycle,,,IMP,MGI:4414760 ,J:155508 
MGI:95281,Ect2,ect2 oncogene,3,,mitotic cytokinesis,,,IBA,PTN004495684 ,J:265628 
MGI:95281,Ect2,ect2 oncogene,3,,mitotic cytokinesis,,,ISO,Q9H8V3 ,J:164563 
MGI:95283,Edn1,endothelin 1,13,,positive regulation of mitotic nuclear division,,,ISO,P05305 ,J:164563 
MGI:95285,Edn3,endothelin 3,2,,positive regulation of mitotic nuclear division,,,ISO,P14138 ,J:164563 
MGI:105923,Ednra,endothelin receptor type A,8,,mitotic cell cycle,,,IMP,MGI:3773699 ,J:166932 
MGI:1919127,Efhc1,EF-hand domain (C-terminal) containing 1,1,,mitotic cytokinesis,,,IBA,PTN000250050 ,J:265628 
MGI:1919127,Efhc1,EF-hand domain (C-terminal) containing 1,1,,mitotic cytokinesis,,,ISO,Q5JVL4 ,J:164563 
MGI:1919127,Efhc1,EF-hand domain (C-terminal) containing 1,1,,mitotic spindle organization,,,IBA,PTN000250050 ,J:265628 
MGI:1919127,Efhc1,EF-hand domain (C-terminal) containing 1,1,,mitotic spindle organization,,,ISO,Q5JVL4 ,J:164563 
MGI:95290,Egf,epidermal growth factor,3,,positive regulation of mitotic nuclear division,,,ISO,P01133 ,J:164563 
MGI:95294,Egfr,epidermal growth factor receptor,11,,negative regulation of mitotic cell cycle,,,ISO,RGD:2543 ,J:155856 
MGI:95294,Egfr,epidermal growth factor receptor,11,,positive regulation of G1/S transition of mitotic cell cycle,,,ISO,P00533 ,J:164563 
MGI:95305,Eif4e,eukaryotic translation initiation factor 4E,3,,G1/S transition of mitotic cell cycle,,,ISO,P06730 ,J:164563 
MGI:95305,Eif4e,eukaryotic translation initiation factor 4E,3,,positive regulation of mitotic cell cycle,,,ISO,P06730 ,J:164563 
MGI:103267,Eif4ebp1,eukaryotic translation initiation factor 4E binding protein 1,8,,G1/S transition of mitotic cell cycle,,,ISO,Q13541 ,J:164563 
MGI:103267,Eif4ebp1,eukaryotic translation initiation factor 4E binding protein 1,8,,positive regulation of mitotic cell cycle,,,ISO,Q13541 ,J:164563 
MGI:2384784,Eif4g1,"eukaryotic translation initiation factor 4, gamma 1",16,,positive regulation of G1/S transition of mitotic cell cycle,,,ISO,Q04637 ,J:164563 
MGI:3576783,Eme1,essential meiotic structure-specific endonuclease 1,11,,mitotic intra-S DNA damage checkpoint signaling,,,IBA,PTN001078409 ,J:265628 
MGI:1919889,Eme2,essential meiotic structure-specific endonuclease subunit 2,17,,mitotic intra-S DNA damage checkpoint signaling,,,IBA,PTN001078409 ,J:265628 
MGI:1915769,Eml1,echinoderm microtubule associated protein like 1,12,,mitotic spindle organization,,,IMP,,J:211342 
MGI:2387612,Eml3,echinoderm microtubule associated protein like 3,19,,mitotic metaphase chromosome alignment,,,ISO,Q32P44 ,J:164563 
MGI:2387612,Eml3,echinoderm microtubule associated protein like 3,19,,regulation of mitotic spindle assembly,,,ISO,Q32P44 ,J:164563 
MGI:1926048,Eml4,echinoderm microtubule associated protein like 4,17,,mitotic metaphase chromosome alignment,,,ISO,Q9HC35 ,J:164563 
MGI:2142593,Enkd1,enkurin domain containing 1,8,,establishment of mitotic spindle orientation,,,ISO,Q9H0I2 ,J:164563 
MGI:1919170,Epgn,epithelial mitogen,5,,positive regulation of mitotic nuclear division,,,IBA,PTN001643577 ,J:265628 
MGI:1919170,Epgn,epithelial mitogen,5,,positive regulation of mitotic nuclear division,,,IDA,,J:69582 
MGI:1919170,Epgn,epithelial mitogen,5,,positive regulation of mitotic nuclear division,,,ISO,Q6UW88 ,J:164563 
MGI:104684,Eps8,epidermal growth factor receptor pathway substrate 8,6,,exit from mitosis,,,IMP,,J:195223 
MGI:95413,Ercc2,"excision repair cross-complementing rodent repair deficiency, complementation group 2",7,,regulation of mitotic cell cycle phase transition,,,ISO,P18074 ,J:164563 
MGI:95414,Ercc3,"excision repair cross-complementing rodent repair deficiency, complementation group 3",18,,regulation of mitotic cell cycle phase transition,,,ISO,P19447 ,J:164563 
MGI:107508,Ereg,epiregulin,5,,positive regulation of mitotic nuclear division,,,IBA,PTN001643577 ,J:265628 
MGI:107508,Ereg,epiregulin,5,,positive regulation of mitotic nuclear division,,,IDA,,J:113686 
MGI:107508,Ereg,epiregulin,5,,positive regulation of mitotic nuclear division,,,ISO,RGD:620299 ,J:155856 
MGI:107508,Ereg,epiregulin,5,,positive regulation of mitotic nuclear division,,,ISS,Q9Z0L5 ,J:113796 
MGI:2146156,Espl1,"extra spindle pole bodies 1, separase",15,,mitotic cell cycle,,,IGI,MGI:2675859 ,J:205429 
MGI:2146156,Espl1,"extra spindle pole bodies 1, separase",15,,mitotic sister chromatid segregation,"happens in hepatocyte,happens in liver",,IMP,MGI:3624200 ,J:107916 
MGI:2146156,Espl1,"extra spindle pole bodies 1, separase",15,,mitotic sister chromatid segregation,,,ISO,Q14674 ,J:164563 
MGI:1352467,Esr1,estrogen receptor 1 (alpha),10,,negative regulation of mitotic nuclear division,,,NAS,,J:115547 
MGI:1346832,Esrrb,"estrogen related receptor, beta",12,,positive regulation of transcription involved in G1/S transition of mitotic cell cycle,,,IMP,,J:238558 
MGI:1346832,Esrrb,"estrogen related receptor, beta",12,,positive regulation of transcription involved in G2/M transition of mitotic cell cycle,,,IMP,,J:238558 
MGI:2445020,Exoc1,exocyst complex component 1,5,,mitotic cytokinesis,,,NAS,,J:320331 
MGI:1913732,Exoc2,exocyst complex component 2,13,,mitotic cytokinesis,,,NAS,,J:320331 
MGI:2443972,Exoc3,exocyst complex component 3,13,,mitotic cytokinesis,,,NAS,,J:320331 
MGI:1096376,Exoc4,exocyst complex component 4,6,,mitotic cytokinesis,,,NAS,,J:320331 
MGI:2145645,Exoc5,exocyst complex component 5,14,,mitotic cytokinesis,,,NAS,,J:320331 
MGI:1351611,Exoc6,exocyst complex component 6,19,,mitotic cytokinesis,,,NAS,,J:320331 
MGI:1923164,Exoc6b,exocyst complex component 6B,6,,mitotic cytokinesis,,,NAS,,J:320331 
MGI:1859270,Exoc7,exocyst complex component 7,11,,mitotic cytokinesis,,,NAS,,J:320331 
MGI:2142527,Exoc8,exocyst complex component 8,8,,mitotic cytokinesis,,,NAS,,J:320331 
MGI:109344,Eya1,EYA transcriptional coactivator and phosphatase 1,1,,establishment of mitotic spindle orientation,"happens in columnar/cuboidal epithelial cell,happens in left lung epithelium,happens in columnar/cuboidal epithelial cell,happens in right lung epithelium,happens in epithelial cell of lung,happens in left lung epithelium,happens in epithelial cell of lung,happens in right lung epithelium",,IGI,MGI:1917942 ,J:171504 
MGI:109344,Eya1,EYA transcriptional coactivator and phosphatase 1,1,,establishment of mitotic spindle orientation,"happens in columnar/cuboidal epithelial cell,happens in left lung epithelium,happens in epithelial cell of lung,happens in right lung epithelium,happens in epithelial cell of lung,happens in left lung epithelium,happens in columnar/cuboidal epithelial cell,happens in right lung epithelium",,IGI,MGI:1923373 ,J:171504 
MGI:109344,Eya1,EYA transcriptional coactivator and phosphatase 1,1,,establishment of mitotic spindle orientation,"happens in epithelial cell of lung,happens in right lung epithelium,happens in columnar/cuboidal epithelial cell,happens in left lung epithelium,happens in columnar/cuboidal epithelial cell,happens in right lung epithelium,happens in epithelial cell of lung,happens in left lung epithelium",,IGI,MGI:2443665 ,J:171504 
MGI:109344,Eya1,EYA transcriptional coactivator and phosphatase 1,1,,establishment of mitotic spindle orientation,"happens in columnar/cuboidal epithelial cell,happens in right lung epithelium,happens in epithelial cell of lung,happens in left lung epithelium,happens in epithelial cell of lung,happens in right lung epithelium,happens in columnar/cuboidal epithelial cell,happens in left lung epithelium",,IMP,MGI:2150426 ,J:171504 
MGI:107940,Ezh2,enhancer of zeste 2 polycomb repressive complex 2 subunit,6,,G1/S transition of mitotic cell cycle,happens in basal cell of epidermis,,IMP,MGI:2661097 ,J:148710 
MGI:107940,Ezh2,enhancer of zeste 2 polycomb repressive complex 2 subunit,6,,negative regulation of G1/S transition of mitotic cell cycle,negatively regulates G1/S transition of mitotic cell cycle,,IMP,MGI:2661097 ,J:148710 
MGI:3041256,Fam107a,"family with sequence similarity 107, member A",14,,negative regulation of G1/S transition of mitotic cell cycle,,,ISO,O95990 ,J:164563 
MGI:1921097,Fam110a,"family with sequence similarity 110, member A",2,,mitotic spindle organization,,,ISO,Q9BQ89 ,J:164563 
MGI:2448480,Fancd2,"Fanconi anemia, complementation group D2",6,,mitotic intra-S DNA damage checkpoint signaling,,,IBA,PTN000788426 ,J:265628 
MGI:3052506,Fbxl7,F-box and leucine-rich repeat protein 7,15,,G2/M transition of mitotic cell cycle,,,IDA,,J:184734 
MGI:3052506,Fbxl7,F-box and leucine-rich repeat protein 7,15,,mitotic cell cycle,,,IMP,,J:184734 
MGI:1915681,Fbxl15,F-box and leucine-rich repeat protein 15,19,,G2/M transition of mitotic cell cycle,,,ISO,Q9H469 ,J:164563 
MGI:1914391,Fbxo5,F-box protein 5,10,,negative regulation of mitotic metaphase/anaphase transition,,,ISO,Q9UKT4 ,J:164563 
MGI:1914391,Fbxo5,F-box protein 5,10,,positive regulation of G2/M transition of mitotic cell cycle,,,ISO,Q9UKT4 ,J:164563 
MGI:1914391,Fbxo5,F-box protein 5,10,,regulation of mitotic cell cycle,,,IMP,,J:110317 
MGI:1914391,Fbxo5,F-box protein 5,10,,regulation of mitotic nuclear division,,,IBA,PTN000398158 ,J:265628 
MGI:1917004,Fbxo7,F-box protein 7,10,,negative regulation of G1/S transition of mitotic cell cycle,,,IMP,,J:183053 
MGI:1354708,Fbxo31,F-box protein 31,8,,mitotic G1 DNA damage checkpoint signaling,,,ISO,Q5XUX0 ,J:164563 
MGI:1926053,Fbxo43,F-box protein 43,15,,regulation of mitotic nuclear division,,,IBA,PTN000398158 ,J:265628 
MGI:1354731,Fbxw5,F-box and WD-40 domain protein 5,2,,regulation of mitotic nuclear division,,,IDA,,J:195223 
MGI:2144023,Fbxw11,F-box and WD-40 domain protein 11,11,,establishment of mitotic spindle orientation,,,IBA,PTN000752736 ,J:265628 
MGI:99604,Fgf8,fibroblast growth factor 8,19,,mitotic nuclear division,"happens in genital tubercle,happens in mesenchymal stem cell",,IDA,,J:83431 
MGI:99604,Fgf8,fibroblast growth factor 8,19,,positive regulation of mitotic nuclear division,positively regulates mitotic nuclear division,,IDA,,J:83431 
MGI:1099809,Fgf10,fibroblast growth factor 10,13,,establishment of mitotic spindle orientation,"happens in left lung rudiment epithelium,happens in right lung rudiment epithelium",,IGI,MGI:1345138 ,J:174194 
MGI:1099809,Fgf10,fibroblast growth factor 10,13,,establishment of mitotic spindle orientation,"happens in right lung rudiment epithelium,happens in left lung rudiment epithelium",,IGI,MGI:1345139 ,J:174194 
MGI:1099809,Fgf10,fibroblast growth factor 10,13,,mitotic cell cycle,"happens in epithelial cell,happens in gut",,IMP,MGI:1859647 ,J:115048 
MGI:1099809,Fgf10,fibroblast growth factor 10,13,,positive regulation of G1/S transition of mitotic cell cycle,,,ISO,O15520 ,J:164563 
MGI:1099809,Fgf10,fibroblast growth factor 10,13,,positive regulation of mitotic cell cycle,positively regulates mitotic cell cycle,,IMP,MGI:1859647 ,J:115048 
MGI:95522,Fgfr1,fibroblast growth factor receptor 1,8,,positive regulation of mitotic cell cycle DNA replication,,,IDA,,J:31506 
MGI:95523,Fgfr2,fibroblast growth factor receptor 2,7,,mitotic nuclear division,"happens in lens vesicle,happens in primary lens fiber,happens in lens fiber",,IGI,MGI:95524 ,J:136711 
MGI:95523,Fgfr2,fibroblast growth factor receptor 2,7,,negative regulation of mitotic nuclear division,negatively regulates mitotic nuclear division,,IGI,MGI:95524 ,J:136711 
MGI:95524,Fgfr3,fibroblast growth factor receptor 3,5,,mitotic nuclear division,"happens in lens fiber,happens in primary lens fiber,happens in lens vesicle",,IGI,MGI:95523 ,J:136711 
MGI:95524,Fgfr3,fibroblast growth factor receptor 3,5,,negative regulation of mitotic nuclear division,negatively regulates mitotic nuclear division,,IGI,MGI:95523 ,J:136711 
MGI:1298387,Fhl1,four and a half LIM domains 1,X,,negative regulation of G1/S transition of mitotic cell cycle,,,ISO,Q13642 ,J:164563 
MGI:1298387,Fhl1,four and a half LIM domains 1,X,,negative regulation of G2/M transition of mitotic cell cycle,,,ISO,Q13642 ,J:164563 
MGI:3590554,Firrm,FIGNL1 interacting regulator of recombination and mitosis,1,,mitotic cell cycle,,,ISO,Q9NSG2 ,J:164563 
MGI:95556,Flna,"filamin, alpha",X,,mitotic spindle assembly,,,ISO,P21333 ,J:137631 
MGI:1347472,Foxa1,forkhead box A1,12,,positive regulation of mitotic cell cycle,,,ISO,P55317 ,J:164563 
MGI:1347466,Foxc1,forkhead box C1,13,,negative regulation of mitotic cell cycle,,,ISO,Q12948 ,J:164563 
MGI:1347464,Foxg1,forkhead box G1,12,,regulation of mitotic cell cycle,regulates mitotic cell cycle,,IMP,MGI:1857771 ,J:78115 
MGI:1347487,Foxm1,forkhead box M1,6,,G2/M transition of mitotic cell cycle,,,ISO,Q08050 ,J:164563 
MGI:1918625,Foxn3,forkhead box N3,12,,mitotic G2 DNA damage checkpoint signaling,,,ISO,O00409 ,J:164563 
MGI:1891915,Foxo4,forkhead box O4,X,,mitotic G2 DNA damage checkpoint signaling,,,IDA,,J:78043 
MGI:1934858,Fsd1,fibronectin type 3 and SPRY domain-containing protein,17,,regulation of mitotic spindle organization,,,IBA,PTN002788035 ,J:265628 
MGI:1934858,Fsd1,fibronectin type 3 and SPRY domain-containing protein,17,,regulation of mitotic spindle organization,,,ISO,Q9BTV5 ,J:164563 
MGI:108476,Fzd3,frizzled class receptor 3,14,,"negative regulation of mitotic cell cycle, embryonic",,,IMP,,J:169444 
MGI:1926790,Fzr1,fizzy and cell division cycle 20 related 1,10,,mitotic G2 DNA damage checkpoint signaling,,,ISO,Q9UM11 ,J:164563 
MGI:95655,Gas1,growth arrest specific 1,13,,negative regulation of mitotic cell cycle,,,IBA,PTN001047937 ,J:265628 
MGI:95655,Gas1,growth arrest specific 1,13,,negative regulation of mitotic cell cycle,,,ISO,P54826 ,J:73065 
MGI:1861607,Gbf1,golgi-specific brefeldin A-resistance factor 1,19,,regulation of mitotic cell cycle,,,ISO,Q92538 ,J:164563 
MGI:99844,Gem,GTP binding protein overexpressed in skeletal muscle,4,,mitotic cell cycle,,,ISO,P55040 ,J:164563 
MGI:2443149,Gen1,"GEN1, Holliday junction 5' flap endonuclease",12,,positive regulation of mitotic cell cycle spindle assembly checkpoint,,,ISO,Q17RS7 ,J:164563 
MGI:2138584,Gigyf2,GRB10 interacting GYF protein 2,1,,mitotic G1 DNA damage checkpoint signaling,happens in fibroblast,,IMP,MGI:4126459 ,J:153971 
MGI:1916520,Gins1,GINS complex subunit 1,2,,DNA strand elongation involved in mitotic DNA replication,,,IBA,PTN000308454 ,J:265628 
MGI:1926083,Gins3,GINS complex subunit 3,8,,mitotic DNA replication initiation,,,IBA,PTN000511198 ,J:265628 
MGI:2153060,Gjc2,"gap junction protein, gamma 2",11,,negative regulation of G1/S transition of mitotic cell cycle,,,ISO,RGD:1562712 ,J:155856 
MGI:95771,Gnai1,G protein subunit alpha i1,5,,regulation of mitotic spindle organization,,,ISO,P63096 ,J:164563 
MGI:2139395,Golga2,golgin A2,2,,mitotic spindle assembly,,,ISO,RGD:620282 ,J:155856 
MGI:2139395,Golga2,golgin A2,2,,mitotic spindle assembly,,,ISO,Q08379 ,J:164563 
MGI:1934765,Gpnmb,glycoprotein (transmembrane) nmb,6,,negative regulation of G1/S transition of mitotic cell cycle,,,ISO,Q14956 ,J:164563 
MGI:1890220,Gpr132,G protein-coupled receptor 132,12,,G1/S transition of mitotic cell cycle,,,IBA,PTN002796762 ,J:265628 
MGI:1890220,Gpr132,G protein-coupled receptor 132,12,,G1/S transition of mitotic cell cycle,,,IDA,,J:64928 
MGI:1890220,Gpr132,G protein-coupled receptor 132,12,,negative regulation of G2/M transition of mitotic cell cycle,,,IBA,PTN002796762 ,J:265628 
MGI:1890220,Gpr132,G protein-coupled receptor 132,12,,negative regulation of G2/M transition of mitotic cell cycle,,,IDA,,J:64928 
MGI:1915089,Gpsm1,"G-protein signalling modulator 1 (AGS3-like, C. elegans)",2,,establishment of mitotic spindle orientation,,,IBA,PTN000802037 ,J:265628 
MGI:1923373,Gpsm2,"G-protein signalling modulator 2 (AGS3-like, C. elegans)",3,,establishment of mitotic spindle orientation,,,IBA,PTN000802037 ,J:265628 
MGI:1923373,Gpsm2,"G-protein signalling modulator 2 (AGS3-like, C. elegans)",3,,establishment of mitotic spindle orientation,,,IMP,,J:171504 
MGI:1923373,Gpsm2,"G-protein signalling modulator 2 (AGS3-like, C. elegans)",3,,establishment of mitotic spindle orientation,,,ISO,P81274 ,J:164563 
MGI:1923373,Gpsm2,"G-protein signalling modulator 2 (AGS3-like, C. elegans)",3,,mitotic spindle organization,,,ISO,P81274 ,J:164563 
MGI:1923373,Gpsm2,"G-protein signalling modulator 2 (AGS3-like, C. elegans)",3,,regulation of mitotic spindle organization,,,ISO,P81274 ,J:164563 
MGI:1353592,Hacd1,3-hydroxyacyl-CoA dehydratase 1,2,,regulation of G1/S transition of mitotic cell cycle,"happens in myoblast,regulates G1/S transition of mitotic cell cycle",,IMP,,J:183657 
MGI:1353592,Hacd1,3-hydroxyacyl-CoA dehydratase 1,2,,regulation of G2/M transition of mitotic cell cycle,"happens in myoblast,regulates G2/M transition of mitotic cell cycle",,IMP,,J:183657 
MGI:1194498,Haspin,histone H3 associated protein kinase,11,,mitotic cell cycle,,,IBA,PTN000784925 ,J:265628 
MGI:1194498,Haspin,histone H3 associated protein kinase,11,,mitotic spindle assembly checkpoint signaling,,,ISO,Q8TF76 ,J:164563 
MGI:1194498,Haspin,histone H3 associated protein kinase,11,,negative regulation of G1/S transition of mitotic cell cycle,,,IDA,,J:55557 
MGI:1343091,Hdac3,histone deacetylase 3,18,,establishment of mitotic spindle orientation,,,ISO,O15379 ,J:164563 
MGI:1343091,Hdac3,histone deacetylase 3,18,,regulation of mitotic cell cycle,,,IDA,,J:58415 
MGI:2685715,Heca,"hdc homolog, cell cycle regulator",10,,negative regulation of mitotic cell cycle,,,ISO,Q9UBI9 ,J:164563 
MGI:2685817,Hecw2,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",1,,regulation of mitotic metaphase/anaphase transition,,,ISO,Q9P2P5 ,J:164563 
MGI:104853,Hes1,hes family bHLH transcription factor 1,16,,"positive regulation of mitotic cell cycle, embryonic",,,IMP,,J:151566 
MGI:2429620,Hinfp,histone H4 transcription factor,9,,G1/S transition of mitotic cell cycle,,,ISO,Q9BQA5 ,J:164563 
MGI:2429620,Hinfp,histone H4 transcription factor,9,,regulation of transcription involved in G1/S transition of mitotic cell cycle,,,ISO,Q9BQA5 ,J:164563 
MGI:96113,Hmgb1,high mobility group box 1,5,,positive regulation of mitotic cell cycle,,,ISO,P63159 ,J:73065 
MGI:109128,Hnf4a,"hepatic nuclear factor 4, alpha",2,,negative regulation of mitotic cell cycle,,,ISO,RGD:2810 ,J:155856 
